PassengerId,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Name_Master,Name_Miss,Name_Mr,Name_Mrs,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
218,0.8473829026749384,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,0,1,0,0,0,1,0,0,1,0,0,1
219,0.15850313099553,-0.47454519624983954,-0.4736736092984604,0.8876878608937296,1,0,0,0,1,0,0,1,0,1,0,0
220,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,1,0,0,1,0,0,1
221,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
222,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
223,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
224,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
225,0.571830994003175,0.4327933656785018,-0.4736736092984604,1.163700193253568,1,0,0,0,0,1,0,0,1,0,0,1
226,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.4601623283443675,0,0,1,0,0,1,0,0,1,0,0,1
227,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,1,0,0,1,0,0,1
228,-0.6337086064357897,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,0,1,0,0,1,0,0,1,0,0,1
229,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
230,0.0,2.2474704895351842,0.7676298785983874,-0.13565761536436197,0,0,1,0,1,0,0,1,0,0,0,1
231,0.36516706249935255,0.4327933656785018,-0.4736736092984604,1.0323213593611125,1,0,0,0,0,0,1,1,0,0,0,1
232,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,0,1,0,0,1,0,0,1,0,0,1
233,2.018478514529933,-0.47454519624983954,-0.4736736092984604,-0.3766033765200472,0,1,0,0,0,1,0,0,1,0,0,1
234,-1.7014722525388728,3.1548090514635256,2.0089333664952354,-0.016444159470040135,0,0,1,0,1,0,0,1,0,0,0,1
235,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,1,0,0,1,0,0,1
236,0.0,-0.47454519624983954,-0.4736736092984604,-0.49640476528021726,0,0,1,0,1,0,0,1,0,0,0,1
237,0.9851588570108202,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1,0,0,0,1,0,0,1,0,0,1
238,-1.4948083210350502,-0.47454519624983954,2.0089333664952354,-0.11988611489111134,0,1,0,0,1,0,0,1,0,0,0,1
239,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,1,0,0,1,0,0,1
240,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,-0.4012683683236117,0,1,0,0,0,1,0,0,1,0,0,1
241,0.0,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0,1,0,1,0,0,1,0,1,0,0
242,0.0,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0,1,0,1,0,0,1,0,0,1,0
243,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,1,0,0,1,0,0,1
244,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,0,0,1,0,0,1,0,0,1,0,0,1
245,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0,1,0,0,1,0,0,1,1,0,0
246,0.9851588570108202,1.340131927606843,-0.4736736092984604,1.163700193253568,1,0,0,0,0,0,0,0,1,0,1,0
247,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,0,1,0,1,0,0,1,0,0,0,1
248,-0.3926006863479967,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,0,1,0,0,0,0,1,1,0,0,0,1
249,0.5029430168352342,0.4327933656785018,0.7676298785983874,0.40974072380221066,1,0,0,0,0,1,0,0,1,0,0,1
250,1.6740386286902287,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1,0,0,0,0,0,0,1,0,0,1
251,0.0,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,0,1,0,0,1,0,0,1,0,0,1
252,-0.04816080050829252,0.4327933656785018,0.7676298785983874,-0.43776248884929375,0,0,1,0,0,0,1,1,0,0,0,1
253,2.225142446033755,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,1,0,0,0,0,1,0,0,1,0,0,1
254,0.020727176659648322,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0,0,1,0,0,1,0,0,1,0,0,1
255,0.7784949255069976,-0.47454519624983954,2.0089333664952354,-0.2414492887801075,0,0,1,0,0,0,1,1,0,0,0,1
256,-0.04816080050829252,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0,0,1,0,0,0,1,1,0,1,0,0
257,0.0,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,1,0,0,0,0,0,1,1,0,1,0,0
258,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,1.093228788100527,1,0,0,0,1,0,0,1,0,0,0,1
259,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,9.667166525013505,1,0,0,0,1,0,0,1,0,1,0,0
260,1.3984867200184652,-0.47454519624983954,0.7676298785983874,-0.12491978668775715,0,1,0,0,0,0,1,1,0,0,0,1
261,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,0,1,0,0,1,0,1,0
262,-1.8392482068747544,3.1548090514635256,2.0089333664952354,-0.016444159470040135,0,0,1,1,0,0,0,0,1,0,0,1
263,1.5362626743543468,0.4327933656785018,0.7676298785983874,0.955306180872432,1,0,0,0,0,1,0,0,1,0,0,1
264,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,1,0,0,0,0,1,0,0,1,0,0,1
265,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,1,0,0,1,0,0,1,0
266,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,1,0,0,1,0,0,1
267,-0.9437045036915235,3.1548090514635256,0.7676298785983874,0.1506737441786005,0,0,1,0,0,1,0,0,1,0,0,1
268,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,-0.4918744606632361,0,0,1,0,0,1,0,0,1,0,0,1
269,1.949590537361992,-0.47454519624983954,0.7676298785983874,2.441497778832105,1,0,0,0,0,0,1,1,0,0,0,1
270,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,2.0825124140450755,1,0,0,0,1,0,0,1,0,0,0,1
271,0.0,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,1,0,0,0,0,1,0,0,1,0,0,1
272,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,0,0,1,0,0,1,0,0,1,0,0,1
273,0.7784949255069976,-0.47454519624983954,0.7676298785983874,-0.255795253400548,0,1,0,0,0,0,1,1,0,0,0,1
274,0.5029430168352342,-0.47454519624983954,0.7676298785983874,-0.05042144409739929,1,0,0,0,0,1,0,0,1,1,0,0
275,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,1,0,0,1,0,0,1,0
276,2.294030423201696,0.4327933656785018,-0.4736736092984604,0.921244330558889,1,0,0,0,1,0,0,1,0,0,0,1
277,1.054046834178761,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,1,0,0,1,0,0,0,1
278,0.0,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,0,1,0,0,0,1,0,0,1,0,0,1
279,-1.5636962982029912,3.1548090514635256,0.7676298785983874,-0.06199888922968463,0,0,1,1,0,0,0,0,1,0,1,0
280,0.36516706249935255,0.4327933656785018,0.7676298785983874,-0.24069423801061057,0,0,1,0,0,0,1,1,0,0,0,1
281,2.431806377537578,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,0,1,0,0,1,0,1,0
282,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,0,1,0,0,1,0,0,1,0,0,1
283,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,0,1,0,0,1,0,0,1,0,0,1
284,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
285,0.0,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,1,0,0,0,0,1,0,0,1,0,0,1
286,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,0,1,0,0,1,0,0,1,1,0,0
287,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,0,1,0,0,1,0,0,1,0,0,1
288,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
289,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
290,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,1,0,0,1,0,0,1,0
291,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,0.9391984311231651,1,0,0,0,1,0,0,1,0,0,0,1
292,-0.7370405721877009,0.4327933656785018,-0.4736736092984604,1.1854295476653287,1,0,0,0,0,0,1,1,0,1,0,0
293,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,-0.3891875560116617,0,1,0,0,0,1,0,0,1,1,0,0
294,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,-0.4702296719376591,0,0,1,0,1,0,0,1,0,0,0,1
295,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
296,0.0,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,1,0,0,0,0,1,0,0,1,1,0,0
297,-0.4270446749319672,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0,1,0,0,1,0,0,1,1,0,0
298,-1.9081361840426954,0.4327933656785018,2.0089333664952354,2.4029901895877646,1,0,0,0,1,0,0,1,0,0,0,1
299,0.0,-0.47454519624983954,-0.4736736092984604,-0.034313694348132716,1,0,0,0,0,1,0,0,1,0,0,1
300,1.3984867200184652,-0.47454519624983954,0.7676298785983874,4.335332226633905,1,0,0,0,0,0,1,1,0,1,0,0
301,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,1,0,0,1,0,0,1,0
302,0.0,1.340131927606843,-0.4736736092984604,-0.18029017645086096,0,0,1,0,0,1,0,0,1,0,1,0
303,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,0,0,1,0,0,1,0,0,1,0,0,1
304,0.0,-0.47454519624983954,-0.4736736092984604,-0.3997582667846179,0,1,0,0,1,0,0,1,0,0,1,0
305,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
306,-1.9825351993840714,0.4327933656785018,2.0089333664952354,2.4029901895877646,1,0,0,1,0,0,0,0,1,0,0,1
307,0.0,-0.47454519624983954,-0.4736736092984604,1.5841789061771412,1,0,0,0,1,0,0,1,0,1,0,0
308,-0.8748165265235827,0.4327933656785018,-0.4736736092984604,1.5442457810799908,1,0,0,0,0,0,1,1,0,1,0,0
309,0.020727176659648322,0.4327933656785018,-0.4736736092984604,-0.16518916106092355,0,1,0,0,0,1,0,0,1,1,0,0
310,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,0.49782998024351216,1,0,0,0,1,0,0,1,0,1,0,0
311,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,1.0259447039291216,1,0,0,0,1,0,0,1,0,1,0,0
312,-0.8059285493556418,1.340131927606843,2.0089333664952354,4.634416897040849,1,0,0,0,1,0,0,1,0,1,0,0
313,-0.25482473201211503,0.4327933656785018,0.7676298785983874,-0.12491978668775715,0,1,0,0,0,0,1,1,0,0,0,1
314,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
315,0.9162708798428792,0.4327933656785018,0.7676298785983874,-0.11988611489111134,0,1,0,0,0,1,0,0,1,0,0,1
316,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,0,1,0,1,0,0,1,0,0,0,1
317,-0.3926006863479967,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1,0,0,0,0,1,1,0,0,0,1
318,1.6740386286902287,-0.47454519624983954,-0.4736736092984604,-0.36653603292675563,0,1,0,0,0,0,0,0,1,0,0,1
319,0.08961515382758917,-0.47454519624983954,2.0089333664952354,2.671117778445337,1,0,0,0,1,0,0,1,0,0,0,1
320,0.7096069483390568,0.4327933656785018,0.7676298785983874,2.059693773056521,1,0,0,0,0,0,1,1,0,1,0,0
321,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,0,1,0,0,1,0,0,1,0,0,1
322,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
323,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,-0.3997582667846179,0,1,0,0,1,0,0,1,0,0,1,0
324,-0.5303766406838785,0.4327933656785018,0.7676298785983874,-0.06451572512800753,0,1,0,0,0,0,1,1,0,0,0,1
325,0.0,6.784163299176891,2.0089333664952354,0.7519458402879414,0,0,1,0,0,1,0,0,1,0,0,1
326,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,2.0825124140450755,1,0,0,0,1,0,0,1,0,1,0,0
327,2.1562544688658143,-0.47454519624983954,-0.4736736092984604,-0.5228315422126077,0,0,1,0,0,1,0,0,1,0,0,1
328,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,0,1,1,0,0,0,1
329,0.08961515382758917,0.4327933656785018,0.7676298785983874,-0.2351571990343002,0,0,1,0,0,0,1,1,0,0,0,1
330,-0.9437045036915235,-0.47454519624983954,0.7676298785983874,0.5189714017894245,1,0,0,0,1,0,0,1,0,1,0,0
331,0.0,1.340131927606843,-0.4736736092984604,-0.18029017645086096,0,0,1,0,1,0,0,1,0,0,1,0
332,1.0884908227627315,-0.47454519624983954,-0.4736736092984604,-0.07458306872129913,1,0,0,0,0,1,0,0,1,0,0,1
333,0.571830994003175,-0.47454519624983954,0.7676298785983874,2.441497778832105,1,0,0,0,0,1,0,0,1,0,0,1
334,-0.9437045036915235,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0,0,1,0,0,1,0,0,1,0,0,1
335,0.0,0.4327933656785018,-0.4736736092984604,2.042579288947925,1,0,0,0,0,0,1,1,0,0,0,1
336,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
337,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,0.6925485130875209,1,0,0,0,0,1,0,0,1,0,0,1
338,0.7784949255069976,-0.47454519624983954,-0.4736736092984604,2.059693773056521,1,0,0,0,1,0,0,1,0,1,0,0
339,1.054046834178761,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
340,1.054046834178761,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,1,0,0,0,0,1,0,0,1,0,0,1
341,-1.9081361840426954,0.4327933656785018,0.7676298785983874,-0.12491978668775715,0,1,0,1,0,0,0,0,1,0,0,1
342,-0.3926006863479967,2.2474704895351842,2.0089333664952354,4.647001076532463,1,0,0,0,1,0,0,1,0,0,0,1
343,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
344,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
345,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
346,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,1,0,0,1,0,0,0,1
347,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,1,0,0,1,0,0,0,1
348,0.0,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0,0,1,0,0,0,1,1,0,0,0,1
349,-1.8392482068747544,0.4327933656785018,0.7676298785983874,-0.32828012727224753,0,0,1,1,0,0,0,0,1,0,0,1
350,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,0,1,0,0,1,0,0,1,0,0,1
351,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,-0.4626791642426904,0,0,1,0,0,1,0,0,1,0,0,1
352,0.0,-0.47454519624983954,-0.4736736092984604,0.05629239799149171,1,0,0,0,0,1,0,0,1,0,0,1
353,-1.0125924808594644,0.4327933656785018,0.7676298785983874,-0.5028639729296732,0,0,1,0,0,1,0,0,1,1,0,0
354,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0,0,1,0,0,1,0,0,1,0,0,1
355,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0,1,0,0,1,0,0,1,1,0,0
356,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,0,1,0,0,1,0,0,1,0,0,1
357,-0.5303766406838785,-0.47454519624983954,0.7676298785983874,0.4589861417231558,1,0,0,0,1,0,0,1,0,0,0,1
358,0.571830994003175,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,1,0,0,1,0,0,0,1
359,0.0,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0,0,1,0,1,0,0,1,0,0,1,0
360,0.0,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0,0,1,0,1,0,0,1,0,0,1,0
361,0.7096069483390568,0.4327933656785018,4.491540342288931,-0.08666388103324908,0,0,1,0,0,1,0,0,1,0,0,1
362,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,-0.09027201697708476,0,1,0,0,0,1,0,0,1,1,0,0
363,1.054046834178761,-0.47454519624983954,0.7676298785983874,-0.3573908580066095,0,0,1,0,0,0,1,1,0,1,0,0
364,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,0,0,1,0,0,1,0,0,1,0,0,1
365,0.0,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0,1,0,0,1,0,0,1,0,1,0
366,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,0,1,0,0,1,0,0,1,0,0,1
367,2.087366491697874,0.4327933656785018,-0.4736736092984604,0.8667135572514657,1,0,0,0,0,0,1,1,0,1,0,0
368,0.0,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0,1,0,0,0,1,1,0,1,0,0
369,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,1,0,0,1,0,0,1,0
370,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,0.7469121684912956,1,0,0,0,0,0,0,1,0,1,0,0
371,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,0.4678796330534696,1,0,0,0,0,1,0,0,1,1,0,0
372,-0.8059285493556418,0.4327933656785018,-0.4736736092984604,-0.5176307525123133,0,0,1,0,0,1,0,0,1,0,0,1
373,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
374,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,2.0825124140450755,1,0,0,0,0,1,0,0,1,1,0,0
375,-1.8392482068747544,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0,0,1,0,1,0,0,1,0,0,0,1
376,0.0,0.4327933656785018,-0.4736736092984604,1.0060617003323709,1,0,0,0,0,0,1,1,0,1,0,0
377,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,0,1,0,1,0,0,1,0,0,0,1
378,-0.1859367548441742,-0.47454519624983954,2.0089333664952354,3.610064686423428,1,0,0,0,0,1,0,0,1,1,0,0
379,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,-0.5676312212027554,0,0,1,0,0,1,0,0,1,1,0,0
380,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,0,1,0,0,1,0,0,1,0,0,1
381,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,3.9327230485884233,1,0,0,0,1,0,0,1,0,1,0,0
382,-1.977024161210636,-0.47454519624983954,2.0089333664952354,-0.33146744825388363,0,0,1,0,1,0,0,1,0,1,0,0
383,0.15850313099553,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,0,1,0,0,1,0,0,1,0,0,1
384,0.36516706249935255,0.4327933656785018,-0.4736736092984604,0.39858208016340624,1,0,0,0,0,0,1,1,0,0,0,1
385,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
386,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,0,1,0,0,0,1,0,0,1,0,0,1
387,-1.977024161210636,4.0621476133918675,2.0089333664952354,0.2958951755118318,0,0,1,1,0,0,0,0,1,0,0,1
388,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,1,0,0,1,0,0,0,1
389,0.0,-0.47454519624983954,-0.4736736092984604,-0.49279662933638163,0,0,1,0,0,1,0,0,1,0,1,0
390,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,-0.40680540729992204,0,1,0,0,1,0,0,1,0,1,0,0
391,0.43405503966729336,0.4327933656785018,2.0089333664952354,1.7677408088510642,1,0,0,0,0,1,0,0,1,0,0,1
392,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,0,0,1,0,0,1,0,0,1,0,0,1
393,-0.11704877767623337,1.340131927606843,-0.4736736092984604,-0.4888542575852486,0,0,1,0,0,1,0,0,1,0,0,1
394,-0.4614886635159376,0.4327933656785018,-0.4736736092984604,1.6323350375212924,1,0,0,0,1,0,0,1,0,1,0,0
395,-0.3926006863479967,-0.47454519624983954,2.0089333664952354,-0.312172377522981,0,0,1,0,0,0,1,1,0,0,0,1
396,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,0,0,1,0,0,1,0,0,1,0,0,1
397,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,0,1,0,1,0,0,1,0,0,0,1
398,1.122934811346702,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,0,1,0,0,0,1,0,0,1,0,0,1
399,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1,0,0,0,0,0,0,1,0,0,1
400,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,-0.393717860628643,0,1,0,0,0,0,1,1,0,0,0,1
401,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,0,1,0,0,1,0,0,1,0,0,1
402,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
403,-0.5992646178518193,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,0,0,1,0,1,0,0,1,0,0,0,1
404,-0.11704877767623337,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0,0,1,0,0,1,0,0,1,0,0,1
405,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,0,1,0,1,0,0,1,0,0,0,1
406,0.2962790853314117,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0,1,0,0,0,1,0,0,1,0,0,1
407,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,0,1,0,0,1,0,0,1
408,-1.8392482068747544,0.4327933656785018,0.7676298785983874,-0.2708962687904854,0,1,0,1,0,0,0,0,1,0,0,1
409,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,0,1,0,0,1,0,0,1,0,0,1
410,0.0,2.2474704895351842,0.7676298785983874,-0.13565761536436197,0,0,1,0,1,0,0,1,0,0,0,1
411,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,0,0,1
412,0.0,-0.47454519624983954,-0.4736736092984604,-0.5103319284071769,0,0,1,0,0,1,0,0,1,0,1,0
413,0.22739110816347086,0.4327933656785018,-0.4736736092984604,1.163700193253568,1,0,0,0,1,0,0,1,0,0,1,0
414,0.0,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,0,1,0,0,0,1,0,0,1,0,0,1
415,0.9851588570108202,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,0,1,0,0,1,0,0,1,0,0,1
416,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,0,1,1,0,0,0,1
417,0.2962790853314117,0.4327933656785018,0.7676298785983874,0.005955680025033696,0,1,0,0,0,0,1,1,0,0,0,1
418,-0.8059285493556418,-0.47454519624983954,2.0089333664952354,-0.3866707201133388,0,1,0,0,1,0,0,1,0,0,0,1
419,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1,0,0,0,1,0,0,1,0,0,1
420,-1.3570323666991686,-0.47454519624983954,2.0089333664952354,-0.1621689579829361,0,0,1,0,1,0,0,1,0,0,0,1
421,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0,1,0,0,1,0,0,1,1,0,0
422,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,0,0,1,0,0,1,0,0,1,0,1,0
423,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,-0.4898609919445778,0,0,1,0,0,1,0,0,1,0,0,1
424,-0.11704877767623337,0.4327933656785018,0.7676298785983874,-0.35848215805212236,0,0,1,0,0,0,1,1,0,0,0,1
425,-0.8059285493556418,0.4327933656785018,0.7676298785983874,-0.2414492887801075,0,0,1,0,0,1,0,0,1,0,0,1
426,0.0,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,0,1,0,0,1,0,0,1,0,0,1
427,-0.11704877767623337,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1,0,0,0,0,1,1,0,0,0,1
428,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,0,1,0,0,1,0,0,1,0,0,0,1
429,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,0,1,0,0,1,0,0,1,0,1,0
430,0.15850313099553,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,0,1,0,0,1,0,0,1,0,0,1
431,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,1,0,0,0,0,1,0,0,1,0,0,1
432,0.0,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0,0,1,0,0,0,1,1,0,0,0,1
433,0.8473829026749384,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1,0,0,0,0,1,1,0,0,0,1
434,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,0,0,1,0,0,1,0,0,1,0,0,1
435,1.3984867200184652,0.4327933656785018,-0.4736736092984604,0.4771073601910807,1,0,0,0,0,1,0,0,1,0,0,1
436,-1.0814804580274051,0.4327933656785018,2.0089333664952354,1.7677408088510642,1,0,0,0,1,0,0,1,0,0,0,1
